speaker_id,recording_id,geometry,unique_cutpoint_count,inside_phone_count,inside_phone_rate,depth_gt_20ms_count,depth_gt_50ms_count,depth_gt_100ms_count,depth_gt_20ms_rate,depth_gt_50ms_rate,depth_gt_100ms_rate,edge_occurrence_count,edge_inside_phone_count,edge_inside_phone_rate,edge_depth_gt_20ms_count,edge_depth_gt_50ms_count,edge_depth_gt_100ms_count,edge_depth_gt_20ms_rate,edge_depth_gt_50ms_rate,edge_depth_gt_100ms_rate,eligible_target_speech_sec,retained_target_speech_sec,speech_coverage,emitted_audio_sec,clip_count,mean_clip_duration_sec,geometry_fingerprint,policy_fingerprint,vad_observation_count,vad_timestamp_sha256,vad_probability_sha256,candidate_cutpoint_sha256,selected_cutpoint_sha256,selected_clip_sha256,elapsed_sec,workdir,vad_compute_count,feature_bundle_id,vad_compute_sec,policy_eval_sec
s01,s0101b,A_O50_8,61,12,0.19672131147540983,7,1,0,0.11475409836065574,0.01639344262295082,0.0,62,13,0.20967741935483872,7,1,0,0.11290322580645161,0.016129032258064516,0.0,209.11561500000002,146.16466499999984,0.6989658089377966,160.66400000000013,31,5.182709677419359,72ea8093df3fb11222b7291a784e2272246d6349ad6d5da63900e79412997498,7742f46ba78ed9fa88c087d5ec69553ce3988bd974cf12b77459f3fa28b99e2d,69829,b5f8a95b25d461ec3215edf05f53a64020c432b08d7f50d8cefb5751856aba9b,384a554710434280e25c770cc87360cb0d79a3166be9cd62ec7f621d1a8f1c9b,835a283ac8a08d15a2c476ee85cc1038028df075c42b92849fa378efb48602be,fde371348ffd3e0de0343f96160d7e7ec8b17b02029203168bb09da0d9d03b61,6694f87bbf9bec0d96aa648a36a3c853910f2b919a606e785e1a7ee36fa5ab25,0.047348,/tmp/buckeye_slicer_A_O50_8_je1576d5,1,46d77d1574b741f89d53cb27135f868f,7.206823868999891,0.047348338999654516
s01,s0101b,O25_4_CURRENT,59,10,0.1694915254237288,4,1,0,0.06779661016949153,0.01694915254237288,0.0,60,10,0.16666666666666666,4,1,0,0.06666666666666667,0.016666666666666666,0.0,209.11561500000002,138.33045599999988,0.6615022794926141,152.244,30,5.0748,5c718a3fdc193cf92e8babe55085d9a6c49c09e1bb11c69c0d3e71192acf39c2,7190f16fba4255cc411975b9a2309f08defcc24e3037f27047a34649a5c886c2,139658,ab91a53220904c729eba6f2b4508bc5eb537415a15619e2bd9f6dc755686c64a,d5c0cc36494cec66400e90f4f9b9ac285361a8c684e8b20c9c5ee6484d9ade54,1bd14ce4c5f67d2fb21777d94e8a5a56097fb455384b65c1e209912dd015d8fe,9fa8643b6b061a68f84045aaf60bfd71b4ce0a1133f4ea53c8e1e7b407c8cd58,6db0490f3b1917dce995d8fdf1cbe1a445c222dc4ccd8e65285ef8064675cab5,0.003419,/tmp/buckeye_slicer_O25_4_CURRENT_family_xx3htd3g,1,4019aad0db5944dc86c9267e4cfc7f99,12.831859478999831,0.00341900999956124
s01,s0101b,O25_4_RMS_PROMINENCE,60,12,0.2,5,0,0,0.08333333333333333,0.0,0.0,62,12,0.1935483870967742,5,0,0,0.08064516129032258,0.0,0.0,209.11561500000002,138.30966599999988,0.6614028608050139,152.06400000000002,31,4.905290322580646,5c718a3fdc193cf92e8babe55085d9a6c49c09e1bb11c69c0d3e71192acf39c2,6eed34bc0e41975aea787aa6cca11730513d270fe247ebfd1ffa9ac358a71ee8,139658,ab91a53220904c729eba6f2b4508bc5eb537415a15619e2bd9f6dc755686c64a,d5c0cc36494cec66400e90f4f9b9ac285361a8c684e8b20c9c5ee6484d9ade54,1bd14ce4c5f67d2fb21777d94e8a5a56097fb455384b65c1e209912dd015d8fe,56de79df8a2c6b36074a991ca920509ab9c6f70e890a10a9570cdf1566bef2a7,19b2c307f832730222063d9a330e035e81929ecfe3bf315052ce82acaa190bb7,1.787879,/tmp/buckeye_slicer_O25_4_CURRENT_family_xx3htd3g,0,4019aad0db5944dc86c9267e4cfc7f99,,1.7878787780000494
s01,s0101b,O25_4_MULTISCALE_RMS,60,12,0.2,6,1,0,0.1,0.016666666666666666,0.0,62,12,0.1935483870967742,6,1,0,0.0967741935483871,0.016129032258064516,0.0,209.11561500000002,138.39008799999988,0.6617874423198854,152.31599999999997,31,4.913419354838709,5c718a3fdc193cf92e8babe55085d9a6c49c09e1bb11c69c0d3e71192acf39c2,8517088134ad6c26fbf0bd840f9a2b032305c7e1ef488de19088c30177922e1e,139658,ab91a53220904c729eba6f2b4508bc5eb537415a15619e2bd9f6dc755686c64a,d5c0cc36494cec66400e90f4f9b9ac285361a8c684e8b20c9c5ee6484d9ade54,1bd14ce4c5f67d2fb21777d94e8a5a56097fb455384b65c1e209912dd015d8fe,e2ab53af6743aff384dc8b7fffc61b0cd3a0eecd0a410ab0748c35000befe66d,29844e80ca4cb8c23861faa31ea564cad8521fad8211501304618ec063b81da7,2.389062,/tmp/buckeye_slicer_O25_4_CURRENT_family_xx3htd3g,0,4019aad0db5944dc86c9267e4cfc7f99,,2.3890624969999408
s01,s0101b,O25_4_VALLEY_WIDTH_DEPTH,63,10,0.15873015873015872,4,1,0,0.06349206349206349,0.015873015873015872,0.0,68,10,0.14705882352941177,4,1,0,0.058823529411764705,0.014705882352941176,0.0,209.11561500000002,142.53327699999986,0.6816003529913337,157.82399999999998,34,4.641882352941176,5c718a3fdc193cf92e8babe55085d9a6c49c09e1bb11c69c0d3e71192acf39c2,e798e3c12cc37e64daff6afaaffa114989763042b06b41bea87694fb00f73ac4,139658,ab91a53220904c729eba6f2b4508bc5eb537415a15619e2bd9f6dc755686c64a,d5c0cc36494cec66400e90f4f9b9ac285361a8c684e8b20c9c5ee6484d9ade54,1bd14ce4c5f67d2fb21777d94e8a5a56097fb455384b65c1e209912dd015d8fe,233220a1277649fec5078ef14c738e75692af8bab061f792204a33f8bf89ade5,620334a7d9371959fc20d7cc6641563d94d1a621bfd86d110a98c52eaf525d14,5.232957,/tmp/buckeye_slicer_O25_4_CURRENT_family_xx3htd3g,0,4019aad0db5944dc86c9267e4cfc7f99,,5.232956867000212
s01,s0101b,O25_4_BILATERAL_CONTRAST,60,10,0.16666666666666666,4,1,0,0.06666666666666667,0.016666666666666666,0.0,62,10,0.16129032258064516,4,1,0,0.06451612903225806,0.016129032258064516,0.0,209.11561500000002,140.6508239999999,0.6725983805656974,155.11999999999998,31,5.003870967741935,5c718a3fdc193cf92e8babe55085d9a6c49c09e1bb11c69c0d3e71192acf39c2,4477cec27f89e9392c7595692272bfc9d4e9d2ea6a0d8ed077a3ede543eb492c,139658,ab91a53220904c729eba6f2b4508bc5eb537415a15619e2bd9f6dc755686c64a,d5c0cc36494cec66400e90f4f9b9ac285361a8c684e8b20c9c5ee6484d9ade54,1bd14ce4c5f67d2fb21777d94e8a5a56097fb455384b65c1e209912dd015d8fe,83408f147377d42d035b1493c04ec3a2e25fb4c81abe72636db3abc71a4bbc93,8ee05edb493359176955bdf0fe9e21f2d7d166ac04199ef20a6959bb2ec80659,1.828286,/tmp/buckeye_slicer_O25_4_CURRENT_family_xx3htd3g,0,4019aad0db5944dc86c9267e4cfc7f99,,1.8282862409996596
s01,s0101b,O25_4_RMS_MIN_PLACEMENT,57,11,0.19298245614035087,5,2,0,0.08771929824561403,0.03508771929824561,0.0,58,11,0.1896551724137931,5,2,0,0.08620689655172414,0.034482758620689655,0.0,209.11561500000002,135.63492699999995,0.6486121421396481,148.76000000000002,29,5.129655172413794,5c718a3fdc193cf92e8babe55085d9a6c49c09e1bb11c69c0d3e71192acf39c2,5930c74812de16b1fe44f10a52c5198d70e2e80042e9205c94a4844f33987aba,139658,ab91a53220904c729eba6f2b4508bc5eb537415a15619e2bd9f6dc755686c64a,d5c0cc36494cec66400e90f4f9b9ac285361a8c684e8b20c9c5ee6484d9ade54,d16984e804a8b89aceecf2d3b6f79d65aabf3149e874b19797d4bb93c00f50b8,f084fddd16cd976b5cc5e7f1b5fb29aee1e72e69ea5cb14f45dea7fce6cb75cf,6b4f1da6f5dabaebc8c74c466242dbd30c6da6481772f2d4070e59537e0fabb9,0.031751,/tmp/buckeye_slicer_O25_4_CURRENT_family_xx3htd3g,0,4019aad0db5944dc86c9267e4cfc7f99,,0.03175125300003856
s01,s0101b,O25_4_MULTISCALE_MIN,58,13,0.22413793103448276,6,1,0,0.10344827586206896,0.017241379310344827,0.0,60,13,0.21666666666666667,6,1,0,0.1,0.016666666666666666,0.0,209.11561500000002,136.06903499999993,0.6506880655468982,149.58800000000002,30,4.986266666666667,5c718a3fdc193cf92e8babe55085d9a6c49c09e1bb11c69c0d3e71192acf39c2,db6682d22e4f4299dee5674792987617ff93e3e12547b95700b4131410477c3b,139658,ab91a53220904c729eba6f2b4508bc5eb537415a15619e2bd9f6dc755686c64a,d5c0cc36494cec66400e90f4f9b9ac285361a8c684e8b20c9c5ee6484d9ade54,d16984e804a8b89aceecf2d3b6f79d65aabf3149e874b19797d4bb93c00f50b8,f07da8883fa20278d812a37f8119dbfe64db723996ba5f947cbf5c77e18457f1,558acb3ae6740b45ab72e630b72dcdcc0c10ee7d75eaea70d130748e01867262,2.446786,/tmp/buckeye_slicer_O25_4_CURRENT_family_xx3htd3g,0,4019aad0db5944dc86c9267e4cfc7f99,,2.4467864150001333
s01,s0101b,O0_4,55,9,0.16363636363636364,5,0,0,0.09090909090909091,0.0,0.0,56,9,0.16071428571428573,5,0,0,0.08928571428571429,0.0,0.0,209.11561500000002,130.0281159999999,0.6218001271688864,143.732,28,5.133285714285714,87130029b5443647ed1f1febd32ab768bf957a0a1698217eb3cf14b2d00c6ecf,7742f46ba78ed9fa88c087d5ec69553ce3988bd974cf12b77459f3fa28b99e2d,139658,2782d4bb2a530808626b99eae1aeb3e51d6e4981e47584d4f3e9692b56a234f9,4e4584a5863e2d63a13b5175a0fbfdfe0457ab33a360df8c79c4a4b8e17f170c,2ab0ebe3ad0f23b799a7659fd42449a681a6c2a7f2281a69787839c75731ca57,859d0c4cd3b83eaf7502c4710a4394c7135806d330b5d8a746af01d127bd64d8,b30ca7cab60532a8eb945a34f5853f41ceeff0068be93bf74e3f95fd318082ca,0.075191,/tmp/buckeye_slicer_O0_4_cpasehsr,1,cd734dae684340c3858282dd4c6e0c21,12.810792830000537,0.07519143300032738
s01,s0101b,O0_2,55,9,0.16363636363636364,5,0,0,0.09090909090909091,0.0,0.0,56,9,0.16071428571428573,5,0,0,0.08928571428571429,0.0,0.0,209.11561500000002,130.03411599999987,0.6218288194308199,143.87199999999993,28,5.138285714285712,b8f9c3af61c5c18d8b52a1cdb992e5c98e154bc752c5665b52bea987b6d3c947,7742f46ba78ed9fa88c087d5ec69553ce3988bd974cf12b77459f3fa28b99e2d,279315,fe4e799b924c00133081c98246d51480eeb1eb5710b07afaf4ea9bfddc9eef1c,c9bbc57c9cf2d639d5c981344ffe579d53e5df845a7816e5e227b96a736cccd9,5a56fffd24ccb3b4181ba4176689f53778c93f465afe41994421674b5e732a69,0fb5f5721cef8346bc0c39aadb105f00655084b3c0fc73a855b2de548b2d1aee,b25cde7f4fcbcf0be17c45d6824570164b7b9d56f406b991bb04f5eb6de3d338,0.146046,/tmp/buckeye_slicer_O0_2_jl13o5v9,1,436875759c3544129788011902ffc60b,25.548151347000385,0.1460458199999266
s02,s0201b,A_O50_8,23,2,0.08695652173913043,0,0,0,0.0,0.0,0.0,26,2,0.07692307692307693,0,0,0,0.0,0.0,0.0,84.13449100000008,65.20768599999997,0.7750410708492894,71.96800000000003,13,5.536000000000002,72ea8093df3fb11222b7291a784e2272246d6349ad6d5da63900e79412997498,7742f46ba78ed9fa88c087d5ec69553ce3988bd974cf12b77459f3fa28b99e2d,32484,8b2efa05a43b198d1fc7be34bc4d73cdbd2fe9258a1118ced61c942016203f41,68734076bed194547a53560ffd2079703f6cd9c224ffa7d03ddb39f86eb75b8a,41f59f5212a17f99a1653d1d17cf5ec3a663aaaba2ef7be5c145745fcb8a3fcc,ada5ac545f7aaee1808b6708f893bb20b03251d005a4efd6005aa56a309d7ad4,bcb6a571f8b361d387e736ec13f8d13acd5ae2809a705d0d0b58e9a2071fc64c,0.017911,/tmp/buckeye_slicer_A_O50_8_bxoetjh4,1,7f015dfdb11048808900c2990798878c,5.760580907000076,0.017910743999891565
s02,s0201b,O25_4_CURRENT,22,2,0.09090909090909091,0,0,0,0.0,0.0,0.0,24,2,0.08333333333333333,0,0,0,0.0,0.0,0.0,84.13449100000008,65.21568599999995,0.7751361567041498,72.09599999999999,12,6.007999999999999,5c718a3fdc193cf92e8babe55085d9a6c49c09e1bb11c69c0d3e71192acf39c2,7190f16fba4255cc411975b9a2309f08defcc24e3037f27047a34649a5c886c2,64968,fbb3295d982a49a094a5bfd4ffeb6dd084dc4a39d337580c96823ca4c555bab1,d04e3c03206e9627b9e6f8abc805209fb0c02dffe4d903244725d681756546f9,e9857ce44917ebd4879e22234390efbd3b1382ce57b25ce6db27b9c834aba50d,5b7fa32960bea3e77505cb93b6507c054d10ebe8153224762a66e6860f4c4299,546d2240a2ba9f2a91e17d71d8ba88de7fe5f83534ea4b92513b0252609a126e,0.001165,/tmp/buckeye_slicer_O25_4_CURRENT_family_h3c39g4k,1,d5d2a18a3eaf4e2e87d022ad38782707,6.0194689340005425,0.0011645089998637559
s02,s0201b,O25_4_RMS_PROMINENCE,22,2,0.09090909090909091,0,0,0,0.0,0.0,0.0,24,2,0.08333333333333333,0,0,0,0.0,0.0,0.0,84.13449100000008,62.53168599999995,0.7432348523984045,68.31199999999997,12,5.692666666666664,5c718a3fdc193cf92e8babe55085d9a6c49c09e1bb11c69c0d3e71192acf39c2,6eed34bc0e41975aea787aa6cca11730513d270fe247ebfd1ffa9ac358a71ee8,64968,fbb3295d982a49a094a5bfd4ffeb6dd084dc4a39d337580c96823ca4c555bab1,d04e3c03206e9627b9e6f8abc805209fb0c02dffe4d903244725d681756546f9,e9857ce44917ebd4879e22234390efbd3b1382ce57b25ce6db27b9c834aba50d,44c9679277ce7bfa662205c402fd1f620a9a0056bf7c9f078b4f1411b903999a,001c9acf815374a01a11306e2f50308cedf1a4e2e7a9d9c4d812b9b75ce880de,0.261116,/tmp/buckeye_slicer_O25_4_CURRENT_family_h3c39g4k,0,d5d2a18a3eaf4e2e87d022ad38782707,,0.2611157949995686
s02,s0201b,O25_4_MULTISCALE_RMS,22,2,0.09090909090909091,0,0,0,0.0,0.0,0.0,24,2,0.08333333333333333,0,0,0,0.0,0.0,0.0,84.13449100000008,63.82568599999996,0.7586149894221135,70.03599999999996,12,5.83633333333333,5c718a3fdc193cf92e8babe55085d9a6c49c09e1bb11c69c0d3e71192acf39c2,8517088134ad6c26fbf0bd840f9a2b032305c7e1ef488de19088c30177922e1e,64968,fbb3295d982a49a094a5bfd4ffeb6dd084dc4a39d337580c96823ca4c555bab1,d04e3c03206e9627b9e6f8abc805209fb0c02dffe4d903244725d681756546f9,e9857ce44917ebd4879e22234390efbd3b1382ce57b25ce6db27b9c834aba50d,b07c4bc11df4835e5acd5b01d55cdfa39557e01c193b1773e9f5ca3902923b65,1be263027ddd25a1e8e85b4454da4c45eb6481ba583272064c5f04d12552992d,0.346255,/tmp/buckeye_slicer_O25_4_CURRENT_family_h3c39g4k,0,d5d2a18a3eaf4e2e87d022ad38782707,,0.34625488900019263
