speaker_id,recording_id,geometry,unique_cutpoint_count,inside_phone_count,inside_phone_rate,depth_gt_20ms_count,depth_gt_50ms_count,depth_gt_100ms_count,depth_gt_20ms_rate,depth_gt_50ms_rate,depth_gt_100ms_rate,edge_occurrence_count,edge_inside_phone_count,edge_inside_phone_rate,edge_depth_gt_20ms_count,edge_depth_gt_50ms_count,edge_depth_gt_100ms_count,edge_depth_gt_20ms_rate,edge_depth_gt_50ms_rate,edge_depth_gt_100ms_rate,eligible_target_speech_sec,retained_target_speech_sec,speech_coverage,emitted_audio_sec,clip_count,mean_clip_duration_sec,geometry_fingerprint,vad_observation_count,vad_timestamp_sha256,vad_probability_sha256,candidate_cutpoint_sha256,selected_clip_sha256,workdir
s02,s0203a,current_A,40,2,0.05,2,0,0,0.05,0.0,0.0,44,3,0.06818181818181818,3,0,0,0.06818181818181818,0.0,0.0,155.45741400000006,109.01807699999999,0.7012729351074883,123.04,22,5.592727272727273,72ea8093df3fb11222b7291a784e2272246d6349ad6d5da63900e79412997498,53544,1f5567092187e6a190735e920093685c6d23d3b6d006ce4df6e6e01e4b84efb4,04c8c6f5e8bd6e9a7abd8c6a482b678aac8d184ff9c9e29f3315ee937470a9c3,18620c41753825226ac8e33aeba8747c76546c1703feaf22f83cead9515c46f0,a9490f7678b2863f9cba8fb1be585374bab09cfba787711e99f9ad3c759c733f,/tmp/buckeye_slicer_current_A_h28075s5
s02,s0203a,proper_D,34,0,0.0,0,0,0,0.0,0.0,0.0,34,0,0.0,0,0,0,0.0,0.0,0.0,155.45741400000006,82.202193,0.5287762795282313,94.71999999999997,17,5.571764705882352,b35b56fbf50e01487bef7f59ef870fe839ea7b8d3f84afb9014d7c5503a3e4dc,53544,7a0a6d403f6d293f1bc18f34684d0b93bb600778814e84375565d0c75ed79950,0f28b15256a8ec53d9fa0803a8e44e95ce0bd8e40847c7212bd9858706451ebe,c741f8eecf1edaa0670f245736b52eee25d2624e98c73ec1c6579e427e93caa4,5dd204d64cba4f85b325129e24a7179315bf74fd741543daeeadc5d8d91db124,/tmp/buckeye_slicer_proper_D_jlssniuh
s02,s0203b,current_A,20,2,0.1,2,0,0,0.1,0.0,0.0,26,3,0.11538461538461539,3,0,0,0.11538461538461539,0.0,0.0,91.48491799999996,74.77620299999992,0.817360988398109,82.048,13,6.311384615384616,72ea8093df3fb11222b7291a784e2272246d6349ad6d5da63900e79412997498,40648,bc20333fa86a874cd64404fbcea9ed28af7a930ce4b587a36a1070d07aa626e1,712822114a6252a3d9c7bc3ca973d865cc893e4e9b9317b8973c58f6fa498346,29c4e6eaa5d1e1281921aa44440ada2d15159fd1d3c8ea6fed862c072e9dfe36,848e60c0509effd119685c70999041612057c85bacc9e39208c4147717ad8198,/tmp/buckeye_slicer_current_A_s4e45c25
s02,s0203b,proper_D,16,2,0.125,2,0,0,0.125,0.0,0.0,18,2,0.1111111111111111,2,0,0,0.1111111111111111,0.0,0.0,91.48491799999996,52.65098900000001,0.5755155073757625,57.55200000000008,9,6.394666666666676,b35b56fbf50e01487bef7f59ef870fe839ea7b8d3f84afb9014d7c5503a3e4dc,40648,a2968aa21f553c4d2589fc48485c5df000ed8095ebbc78708080a7e36106dc27,40d99308187aacf0c11670e1e66137843fbc7ab99fdc938c2ae6b63c5375c11e,adc48a0f0ec07367ca1d87cf27edded3a38d680620e63cf97eab5d77c622e55b,f895407cd8071836a1616d2f3a0ede756b5edb58218aff396d96dac9ac9df40e,/tmp/buckeye_slicer_proper_D_5aa9ce7z
s02,s0204a,current_A,38,4,0.10526315789473684,3,1,0,0.07894736842105263,0.02631578947368421,0.0,46,6,0.13043478260869565,5,2,0,0.10869565217391304,0.043478260869565216,0.0,152.81252600000005,124.216665,0.81286965310684,139.35200000000003,23,6.058782608695654,72ea8093df3fb11222b7291a784e2272246d6349ad6d5da63900e79412997498,57138,8b22fe147a79d86942a2399de1a8ba07222c4bcacbc7c0b7f68079c19efcfa59,b6b47531899a848d7273272cbcf11e89d9786821dd7ecb1b42c7bd7bcf946680,5de68d23f7fd12316e58001cae14ce9e73e41e38c4847cedb9d27f539c9f2ed1,c07eb5076a32750db2fd635f299445f73b0c531f3cd8bc533521c5d25ac682bb,/tmp/buckeye_slicer_current_A_bnrhpjte
s02,s0204a,proper_D,33,1,0.030303030303030304,0,0,0,0.0,0.0,0.0,38,1,0.02631578947368421,0,0,0,0.0,0.0,0.0,152.81252600000005,123.55658000000003,0.8085500791996593,137.41599999999994,19,7.232421052631576,b35b56fbf50e01487bef7f59ef870fe839ea7b8d3f84afb9014d7c5503a3e4dc,57138,c1a7f85057ac1f499611c20585cfb272dca656d497cf8f29b256677b410b39b9,edbfccad5b9f54724fc6aeff0f97eb4834c3ed459655559b8b0b12e2fbaa7605,4ca1b3960d62876e4427a0b14dd6a6bc3571d710ed3f5e0741caaacf419b0b2d,fb70e281e2d3f802657f814aed6274c1e1bee92ec88c3af7f71ba389a91e681e,/tmp/buckeye_slicer_proper_D_0lny1b3c
s02,s0204b,current_A,61,6,0.09836065573770492,5,2,0,0.08196721311475409,0.03278688524590164,0.0,66,8,0.12121212121212122,7,3,0,0.10606060606060606,0.045454545454545456,0.0,201.31874800000014,171.897892,0.8538593335579451,190.00800000000004,33,5.757818181818183,72ea8093df3fb11222b7291a784e2272246d6349ad6d5da63900e79412997498,59283,9c392ef89399cf6db51fe64171e6d3ed910ef45ac4bc440071f7d14331732905,dc55f5d12e345cf3f3a5b2656ef2e8dd84d1879e0f6329f35ef991b3d029b894,bbe53b2547af1ca9dfdc8f9c678c2aee340e9bb08160e8c5337ef8e77c7051b5,3e48233d8b7af0296910923a9186a5a8da22b163efc5baee0ffa19ecb1daccba,/tmp/buckeye_slicer_current_A_qfh0o6_9
s02,s0204b,proper_D,54,3,0.05555555555555555,2,0,0,0.037037037037037035,0.0,0.0,56,3,0.05357142857142857,2,0,0,0.03571428571428571,0.0,0.0,201.31874800000014,141.96639900000002,0.7051822068752381,157.8080000000001,28,5.636000000000004,b35b56fbf50e01487bef7f59ef870fe839ea7b8d3f84afb9014d7c5503a3e4dc,59283,c6300086c6eb1747d57fcf02fe79be0826954515dbc9db502e6dcf49c373031a,f59dd0ecdec07bb24189f150d6845a981fbb8d015ed365b10d2bc5274304e07e,a70bf13153b0f1f2cbc1327be5c3a12717d3054240cb01fdca95a9bc70cc5697,c25ce47f08ace49405c1560718c90009e9fd7d87e7f3ccdb2b6c18750d1f232c,/tmp/buckeye_slicer_proper_D_1kbagloe
s02,s0205b,current_A,44,5,0.11363636363636363,2,0,0,0.045454545454545456,0.0,0.0,48,5,0.10416666666666667,2,0,0,0.041666666666666664,0.0,0.0,161.09723800000006,127.83305300000004,0.7935148646061827,141.40000000000015,24,5.891666666666673,72ea8093df3fb11222b7291a784e2272246d6349ad6d5da63900e79412997498,51325,72872c6a7cb4a43c26130de56a2c0b18c42442166ab96326356a96497cb8db96,6ad5b55db964e057ae36d0ec64042ec56ff7fae1f98c5398be53877ef5b828c7,b3ea7d69499b9119d6e0aab1ba4b8ec2f3e38059286f72c80ef84329fedccb05,74cc850a6a772f2a48664937dadc1f11912e28bb496c4c27772984d01a8ff87e,/tmp/buckeye_slicer_current_A_di9krzn_
s02,s0205b,proper_D,34,4,0.11764705882352941,1,1,0,0.029411764705882353,0.029411764705882353,0.0,36,4,0.1111111111111111,1,1,0,0.027777777777777776,0.027777777777777776,0.0,161.09723800000006,101.30341800000005,0.6288339841059225,114.03200000000004,18,6.335111111111114,b35b56fbf50e01487bef7f59ef870fe839ea7b8d3f84afb9014d7c5503a3e4dc,51325,bad54138687f7648862540f87fa1599c287f0dfe00f74933459b0db18b2af1f1,5f7d37b7a8e2abaa5e0f0f09be5c85d4c3570cf4f6967364cd21367d59cb06da,9e1a836327c7371edc8f84ae88745491af8fe39884149bd8639ac4e9bcc3f658,8c5a2148eb220fcb1cd45c834ef25347aa6bce5bf378aa14101d89d3ed56112d,/tmp/buckeye_slicer_proper_D_pyo_02wb
s02,s0206a,current_A,60,8,0.13333333333333333,6,3,0,0.1,0.05,0.0,70,12,0.17142857142857143,10,6,0,0.14285714285714285,0.08571428571428572,0.0,206.09556500000008,180.95768199999998,0.8780280254939009,200.54399999999995,35,5.72982857142857,72ea8093df3fb11222b7291a784e2272246d6349ad6d5da63900e79412997498,54105,b8539525157f282f6cdc5e61a64ecc5e5b9e2de85177173b2dab5cf4231c2128,ea431622cb7c3b4ff532b714fa3b4ec1570754ff869558749c6c857a54875403,9261c6fe0c810dc7bd4598ba87e76a7611c69d89d66976a6ecd804fe1cc6b21e,247b4b3329b12b9de37c03ca11722404841d85c9462fc26295641868fa9e5000,/tmp/buckeye_slicer_current_A_cdvwf7eq
s02,s0206a,proper_D,50,4,0.08,2,0,0,0.04,0.0,0.0,52,5,0.09615384615384616,2,0,0,0.038461538461538464,0.0,0.0,206.09556500000008,151.775785,0.7364340178790356,167.79999999999998,26,6.453846153846153,b35b56fbf50e01487bef7f59ef870fe839ea7b8d3f84afb9014d7c5503a3e4dc,54105,d01361230b8682ec51dcef2daa3bac9da9928cfe4271cf81ea41c2c548c66875,8d878ff8b15f1ebb2a3c21f8a358e820ce04aa83b6f0c81a0330cf83cda86756,88a9c06c20e21e68de2205ef73cec5b461976d25066f4bff6103ca5f0ff97399,5cda6fee8111553fe86a912a6b18f3d93347f32673f287ccb037c103cce936b2,/tmp/buckeye_slicer_proper_D_54ybqupm
s03,s0301a,current_A,38,9,0.23684210526315788,8,4,0,0.21052631578947367,0.10526315789473684,0.0,46,11,0.2391304347826087,10,6,0,0.21739130434782608,0.13043478260869565,0.0,152.70144000000008,123.10903500000016,0.8062074267276071,140.09599999999998,23,6.091130434782608,72ea8093df3fb11222b7291a784e2272246d6349ad6d5da63900e79412997498,37925,055dbe11b7ef3f134fcb0defe4a7d5300a994180b0d3927c1f49b415625cdcb9,b48d4357b899773119aa18c4241ceceb03bfd88012510cba17618a852abac9b5,dde4d4ebea4b6035c99ef7c4205882606aec0cd157035d8026c3b85b16145c10,73dc2afca8eeef87812891b6b8e8574cd7aa4e67ec0c52bfee3ce3ad00515eb0,/tmp/buckeye_slicer_current_A_klgvaijr
s03,s0301a,proper_D,38,3,0.07894736842105263,1,0,0,0.02631578947368421,0.0,0.0,48,3,0.0625,1,0,0,0.020833333333333332,0.0,0.0,152.70144000000008,124.07275500000014,0.8125185656402459,141.68800000000005,24,5.903666666666669,b35b56fbf50e01487bef7f59ef870fe839ea7b8d3f84afb9014d7c5503a3e4dc,37925,572090e5cc7da395de641b63b4a83d1885882024484a82ac9876b0372327cf8c,ad067f00549956441919e05e0658b19fd3a90d901795f7a68ef2376a9555ce15,f0ed71be8bd092f54bb42e9ea90b6b91fa46b2b1adbef54b88c5cb9f802abe89,e5d33a18bc4979d89a5b8349a88d62b93cd58007070b74fdddb941d7d7e65d5b,/tmp/buckeye_slicer_proper_D_cocxwims
s03,s0301b,current_A,23,4,0.17391304347826086,3,1,0,0.13043478260869565,0.043478260869565216,0.0,28,5,0.17857142857142858,4,2,0,0.14285714285714285,0.07142857142857142,0.0,99.97984400000006,83.35369500000006,0.8337049915781026,94.60000000000001,14,6.757142857142858,72ea8093df3fb11222b7291a784e2272246d6349ad6d5da63900e79412997498,32482,954f99422a4843e896836481a59ef628d321890c87fbe5498e51604c3bd0e7f7,c5f19807f09976b1f1122bb273b9a865e2243e2a2eb190b76ae6abce7696ed11,ae66c05ffb1928329ef9878bb57caddf470b24986e78e0d4e58e438fdfbdc730,a233b9613a40c0779b20f79e0e55e24aca789871942f9b19a39f576f87d48b1e,/tmp/buckeye_slicer_current_A_c5izv74i
s03,s0301b,proper_D,24,1,0.041666666666666664,0,0,0,0.0,0.0,0.0,28,2,0.07142857142857142,0,0,0,0.0,0.0,0.0,99.97984400000006,85.15753900000007,0.8517470681390543,96.02400000000003,14,6.858857142857145,b35b56fbf50e01487bef7f59ef870fe839ea7b8d3f84afb9014d7c5503a3e4dc,32482,8996127fabcb31852db914f4e970ab843b4b869ab96d400ac33bee4035d7c3e0,7011a49c432d3a25fd67af649b335039cdf669975732974864e8459332549f53,d3285fc57c46c22d903f118d06f05c2af1c7c367c346385895dc3c87db9feb3b,db4a939fb78966d55ed05d6be9cee32b40c8df6193f3a3d83658345ffc00ef8c,/tmp/buckeye_slicer_proper_D_snpbt1n1
s03,s0302a,current_A,51,5,0.09803921568627451,5,1,0,0.09803921568627451,0.0196078431372549,0.0,62,7,0.11290322580645161,7,1,0,0.11290322580645161,0.016129032258064516,0.0,211.1286410000003,170.69444600000034,0.8084855052896405,191.07200000000006,31,6.1636129032258085,72ea8093df3fb11222b7291a784e2272246d6349ad6d5da63900e79412997498,62382,39b4db731adc553737e2b962a8e820e3963027ae461ec608d75727f524233ac6,be4059baf2be8a56f8153c22a61bbb4d4d4e42794e3fd54389bc3f4e5e25f681,e1b4dd416ecd95c07c84f9bd91773914a01cb1078d959dc9349cf4b05447633b,46aab2aa0e75945b52e5d019bb98cbfb795f3379126464272cb547ea4b265237,/tmp/buckeye_slicer_current_A_ytz5ovq0
s03,s0302a,proper_D,45,5,0.1111111111111111,2,1,0,0.044444444444444446,0.022222222222222223,0.0,50,7,0.14,2,1,0,0.04,0.02,0.0,211.1286410000003,157.3356280000002,0.7452121476971947,175.88800000000006,25,7.035520000000003,b35b56fbf50e01487bef7f59ef870fe839ea7b8d3f84afb9014d7c5503a3e4dc,62382,13cf52ceb165b59480ec1cf4854b871b3c56d52087f5071c7bdb89330c14d478,1c289a4158303ad701d3c5a1711aa3105b9973ae9bcc30bcf205995d9386075c,2912146aa76b8b546cd298c15af834fe7e531d10295a2767dd1f6de8d1ea60df,ec7923cadff94481cfd8c57f9b49133cc94a642d08a12f5966eeff9f27f98373,/tmp/buckeye_slicer_proper_D_cvnwerxo
s03,s0302b,current_A,40,5,0.125,4,2,0,0.1,0.05,0.0,48,7,0.14583333333333334,6,3,0,0.125,0.0625,0.0,146.9410219999997,138.03709599999974,0.9394047633614527,154.10400000000007,24,6.421000000000003,72ea8093df3fb11222b7291a784e2272246d6349ad6d5da63900e79412997498,54202,d638f12cf31914cc50f55b37675cbf245bd90219e940f7f53e3566d7637c558b,424d2292e5bd2a17d14a1b9b8ab9050a4726e20cf8784db394470427d974efb3,fdca03b0eb6cf3a32595b9fcf23919f418e2dbb812faba3613a6fd84f554140f,34057ca8f8569b8fcf8ca6baf947cf78323b6deddb8370a42e95b3fa623278db,/tmp/buckeye_slicer_current_A___kd449i
s03,s0302b,proper_D,38,4,0.10526315789473684,3,1,0,0.07894736842105263,0.02631578947368421,0.0,46,5,0.10869565217391304,4,1,0,0.08695652173913043,0.021739130434782608,0.0,146.9410219999997,132.5491979999997,0.9020571396325254,148.76000000000005,23,6.467826086956523,b35b56fbf50e01487bef7f59ef870fe839ea7b8d3f84afb9014d7c5503a3e4dc,54202,13943e67cdf6b35e347c32dc41947006644254abac8b4eadc61f55a47ec314c5,0d047abf3cf9b4772dcdabc32fb8c5e20595c8778066afa7c4ab58d5bee819c0,0b86d666dc0235468258b1cb3ce667131773e9f8d793d893b2bc5f799e40f6ee,1964b925572fafb46dba756bfd34cef599228012f18455ea114bf82652826630,/tmp/buckeye_slicer_proper_D_y09ot74d
s03,s0303a,current_A,44,6,0.13636363636363635,3,0,0,0.06818181818181818,0.0,0.0,50,6,0.12,3,0,0,0.06,0.0,0.0,162.6260390000001,142.2717029999999,0.8748396251599032,158.8800000000001,25,6.355200000000004,72ea8093df3fb11222b7291a784e2272246d6349ad6d5da63900e79412997498,56120,90af02969ff4492d5e063d4a72a525d1f2f094d0f26c407668dfaeff93f67f81,c26449024f90a4e7f9bc3be461c035f1f3ce967a2e5ed9942672627cdd44006d,58f32dc5784bfedef559a68a7348c9f1967a649ba089db03d0e8fc8cb0cb2db2,16a88ad5a309fc5b8107ea58fa06d4355b38157247d121fa1296773c60312457,/tmp/buckeye_slicer_current_A_2d13je7l
s03,s0303a,proper_D,42,6,0.14285714285714285,5,1,0,0.11904761904761904,0.023809523809523808,0.0,50,8,0.16,7,2,0,0.14,0.04,0.0,162.6260390000001,136.40470299999993,0.8387629917002396,153.0800000000001,25,6.123200000000004,b35b56fbf50e01487bef7f59ef870fe839ea7b8d3f84afb9014d7c5503a3e4dc,56120,a4538fc087902a07732ee042139af19cce5cbf065689275583f966fcf652a4d1,4468d1f671def3f7f4bc58802bd5723b2c1fc38d72b95f46d8893ac952af3a74,5639507b6eb9ac8eeea6db8caf87f54c6041c404d90fd98c16f9694ee993429b,55d2253cbf310f61cdefe8f44e7787ba546def709dc0c01d1142c518842e6590,/tmp/buckeye_slicer_proper_D_vz_wuyhs
s03,s0303b,current_A,42,11,0.2619047619047619,8,4,2,0.19047619047619047,0.09523809523809523,0.047619047619047616,48,15,0.3125,11,5,3,0.22916666666666666,0.10416666666666667,0.0625,150.29388099999994,124.50062999999996,0.8283812299716979,140.35200000000003,24,5.848000000000002,72ea8093df3fb11222b7291a784e2272246d6349ad6d5da63900e79412997498,40650,f3376591c86537f6141ae0c412fea6e64c31a94473cc178165806baee7c8c83d,1053c63cfd2c8f27072fde725b5882b5d881f9f6355cef207fb490ab43b7367d,a6153fb6866f90e016c98b17e3596306a667aafc0459a2d0ca5b177a58dc85c4,3d613731f3071b94b6154478549fedd38d6c16c55cc7f57794601b63fb144f94,/tmp/buckeye_slicer_current_A_5ap44lgp
s03,s0303b,proper_D,36,8,0.2222222222222222,3,3,1,0.08333333333333333,0.08333333333333333,0.027777777777777776,42,11,0.2619047619047619,4,4,1,0.09523809523809523,0.09523809523809523,0.023809523809523808,150.29388099999994,112.97388899999996,0.7516865506986276,125.488,21,5.975619047619047,b35b56fbf50e01487bef7f59ef870fe839ea7b8d3f84afb9014d7c5503a3e4dc,40650,d5567067576a46d3bdd393f057b9cded113dd775840611d906c88018f0e44a27,1d4861d328c5c07872872403f6188aeffcf8eed97ec5ef5d2146ceb625f43c97,c388fed9fcce8e4aa1bf421c62965587b8e24b806a447235d0c77716b4e931f6,22cb0a8cdd12518868a2958bbf017b1f0803592afc1c27dd6078e4bc2e089b7c,/tmp/buckeye_slicer_proper_D_ecdiiqp_
s03,s0304a,current_A,51,8,0.1568627450980392,8,3,0,0.1568627450980392,0.058823529411764705,0.0,62,11,0.1774193548387097,11,5,0,0.1774193548387097,0.08064516129032258,0.0,191.59093099999984,167.12527399999982,0.8723026352432097,188.48,31,6.08,72ea8093df3fb11222b7291a784e2272246d6349ad6d5da63900e79412997498,54767,4fefb1dca16f05d19a1d3274a6efb7a7dcf84c3e866bf08f667b95dd89b05cf3,1940ae77eed15032e3a481d4e67871c72a08161f7c5d576d9e53898fb17686ad,3732e96d51c6f316b66010b85e5b8f60c07bc242a4903ee7130c1ff04dcfac08,d43ab83fec3b6c4746b4fcfa3275c9c8eea1e49cb49ccef663f2e224a2e6f897,/tmp/buckeye_slicer_current_A_i1r6afq_
s03,s0304a,proper_D,47,2,0.0425531914893617,1,0,0,0.02127659574468085,0.0,0.0,56,2,0.03571428571428571,1,0,0,0.017857142857142856,0.0,0.0,191.59093099999984,161.8604199999998,0.8448229733796739,182.15200000000013,28,6.505428571428576,b35b56fbf50e01487bef7f59ef870fe839ea7b8d3f84afb9014d7c5503a3e4dc,54767,45e6fad9d04172aa252244f5da6ad412a164462dea61a9d4aa43d58c10f10cda,9bfaa6efcfec84ec2fe312c4afafc23a1cb41515626aae7885b24ce1624958e8,6e27f3151c4b92e90ff37f72dac5396c3b3cd5bed4fef209829acef3e16a0a49,16b113df5dcfac6a58c486c1dae8e43b4a4369fb1bf49046e391d7d74798f358,/tmp/buckeye_slicer_proper_D_tkfzs240
s03,s0304b,current_A,47,9,0.19148936170212766,7,4,1,0.14893617021276595,0.0851063829787234,0.02127659574468085,54,14,0.25925925925925924,12,6,2,0.2222222222222222,0.1111111111111111,0.037037037037037035,166.21760200000017,152.62332000000018,0.9182139446338542,171.03200000000004,27,6.33451851851852,72ea8093df3fb11222b7291a784e2272246d6349ad6d5da63900e79412997498,59323,c278f4d2e5535dcd01c7589a28855e89530fd74baf59f7846479f7f766538b28,5219610d95818a393f8a64cf3c6068303bdbfd8ed8b6e9dbcd881844f173d861,78d4afcb3b30fe82721546f15a68b87f2277e7b014e48ab419f80f9ef27b17aa,d0a237b66bed277162ab3e28ed8ca64bff8e2fa460f2da8192fccfe9a08355e2,/tmp/buckeye_slicer_current_A_3__9q497
s03,s0304b,proper_D,45,5,0.1111111111111111,3,3,0,0.06666666666666667,0.06666666666666667,0.0,52,7,0.1346153846153846,5,5,0,0.09615384615384616,0.09615384615384616,0.0,166.21760200000017,152.44493100000014,0.9171407189474433,170.55199999999996,26,6.559692307692306,b35b56fbf50e01487bef7f59ef870fe839ea7b8d3f84afb9014d7c5503a3e4dc,59323,e6812819520b848474c78c2a0941251449290636820a36b2e266a3619bb8b541,7ece97c7ffa15f628997e78f1120a6a1b2eccc4a1069143354b95e3867ed0ef5,b7592f6877d51b6ae899343a46849e52555e5659d29d33f22cd8c4f19c7ba677,db19116bc64a89a72d7234550253271adff4f60cf0a27802a6778d7ad9849796,/tmp/buckeye_slicer_proper_D_92a96p9n
s03,s0305a,current_A,66,7,0.10606060606060606,7,1,0,0.10606060606060606,0.015151515151515152,0.0,76,10,0.13157894736842105,10,2,0,0.13157894736842105,0.02631578947368421,0.0,247.04075699999993,207.45448900000005,0.8397581497048283,228.79999999999993,38,6.021052631578946,72ea8093df3fb11222b7291a784e2272246d6349ad6d5da63900e79412997498,60467,c91732241599939575284df1754ac6bee899a1a8a887e97a525863813a249144,de852428728b4a6e62ce8839e7f05f82733df429f28194ebfb1ce2d4fe0ab5d8,58faa60f65b1f45ed72317183c2d8f40769bbf5c56b5dacf584dde663aa4f1cc,932c3dcdeff684431d41fe73b7c5471a04636773afc6da5b62c2e8ddace4f50d,/tmp/buckeye_slicer_current_A_8bet0dbm
s03,s0305a,proper_D,61,2,0.03278688524590164,1,0,0,0.01639344262295082,0.0,0.0,70,2,0.02857142857142857,1,0,0,0.014285714285714285,0.0,0.0,247.04075699999993,192.45161000000007,0.7790277698995236,213.37599999999998,35,6.096457142857142,b35b56fbf50e01487bef7f59ef870fe839ea7b8d3f84afb9014d7c5503a3e4dc,60467,5e435cbcb1c5c03ff2c8fc79a073df4c5243bf5897298f7adac23ea2b84215f2,52f38026c65917c25978ac4f2e4ed9a35c051fd3568080dd9c99299c75b61f9a,e62744bb7dd0322193e4698115a49f8995895ac0434886457c3d530d7f01a6c0,a1f64b5aa06ac274762b56b2370cab8c8c4193e120cb55d2fed1ba1abf65c20c,/tmp/buckeye_slicer_proper_D_zbhc_lbp
s03,s0305b,current_A,34,6,0.17647058823529413,6,4,1,0.17647058823529413,0.11764705882352941,0.029411764705882353,42,9,0.21428571428571427,9,6,2,0.21428571428571427,0.14285714285714285,0.047619047619047616,138.288746,112.70795000000003,0.8150189604004365,125.42399999999999,21,5.972571428571428,72ea8093df3fb11222b7291a784e2272246d6349ad6d5da63900e79412997498,51281,e91c6e676adb02d939ffc697f815ff2c0869a2b38820f4a5745c3570f7a2613a,faf5993f34f662ea58d34e3e9e2ea6566d10ebe27c3c652dcbe8869db2afede5,55ffccc9d92890f6a0da3da8c39f9b709028a2895c1b49227bbe2bf7876f6365,fe573deb5cbc196054a6e8ea7778eb74522adc523f578156dc95fe002aebb933,/tmp/buckeye_slicer_current_A_mmdiz_s1
s03,s0305b,proper_D,29,3,0.10344827586206896,2,2,2,0.06896551724137931,0.06896551724137931,0.06896551724137931,34,3,0.08823529411764706,2,2,2,0.058823529411764705,0.058823529411764705,0.058823529411764705,138.288746,95.45533099999996,0.6902610209510466,105.23200000000001,17,6.190117647058824,b35b56fbf50e01487bef7f59ef870fe839ea7b8d3f84afb9014d7c5503a3e4dc,51281,9b0d99211c9a9506503960a8c17c0a59050975623d7336911db45aacf9e82c82,9500c9c97084e5b6981882e7d34c9d475642e09fdb37eb8c1f47e6e62be94ba8,46e48727da74442a7afd028254cebff22353c9348930b679ba2f137410615c8f,609541b3232b56d414eb11d58bb0d946c56763e60cd2a1bb542c5860b2085170,/tmp/buckeye_slicer_proper_D_0o_3sq07
s03,s0306a,current_A,34,4,0.11764705882352941,4,1,1,0.11764705882352941,0.029411764705882353,0.029411764705882353,38,5,0.13157894736842105,5,2,2,0.13157894736842105,0.05263157894736842,0.05263157894736842,135.67482200000006,100.44733900000011,0.740353571276475,110.816,19,5.832421052631579,72ea8093df3fb11222b7291a784e2272246d6349ad6d5da63900e79412997498,54105,b8539525157f282f6cdc5e61a64ecc5e5b9e2de85177173b2dab5cf4231c2128,8ccc6532d6a01f1361b21d49d5a053b1438db5488ccff215b32958aef0108b7b,24362752bfecb7cec29fccc29f3ffab5008f64ae8c4d83f344d8e82db16e6d0e,7bc66453172bd96b837a5e61cd94ac16db3a997969a0f0f897a1eaeaf8b2db67,/tmp/buckeye_slicer_current_A_5_drot2l
s03,s0306a,proper_D,33,3,0.09090909090909091,3,1,1,0.09090909090909091,0.030303030303030304,0.030303030303030304,34,4,0.11764705882352941,4,2,2,0.11764705882352941,0.058823529411764705,0.058823529411764705,135.67482200000006,95.84084100000004,0.7064010815507095,105.01599999999993,17,6.177411764705878,b35b56fbf50e01487bef7f59ef870fe839ea7b8d3f84afb9014d7c5503a3e4dc,54105,d01361230b8682ec51dcef2daa3bac9da9928cfe4271cf81ea41c2c548c66875,62514dca1fe56c466322ea4eaa915d925e59e8cbdcbe4461c74d342a1a142311,3ca6d3ed0fae803f2f6ee2d289eb581174b800bfd98666564fc3442c34613914,cd0d01ad644eead208099efb5abbfbed2dd658ac5bed5a3ac9d4c23eaa7b8418,/tmp/buckeye_slicer_proper_D_io7hcjxu
s04,s0401b,current_A,76,6,0.07894736842105263,4,1,0,0.05263157894736842,0.013157894736842105,0.0,78,8,0.10256410256410256,6,2,0,0.07692307692307693,0.02564102564102564,0.0,297.30200100000025,175.26054099999982,0.589503401963311,203.49599999999998,39,5.217846153846153,72ea8093df3fb11222b7291a784e2272246d6349ad6d5da63900e79412997498,71073,3a288a4a6f73a2abd5cfe3cf4d99c68d5eb79cf05de2289ea256f4cc4d72d57a,dbf17109b0b24f98fb9dcb8c371af7e87e27c579ce227f91fffed04006709e0f,83aba6f7466c10dded77878747993a186058623e416d81a9a92beca24d73f033,1d1d7309463c295da1de2f080afa7bd052669d499a7738c305e7d5acc4c17b1b,/tmp/buckeye_slicer_current_A__kr_vaqy
s04,s0401b,proper_D,72,6,0.08333333333333333,1,0,0,0.013888888888888888,0.0,0.0,74,6,0.08108108108108109,1,0,0,0.013513513513513514,0.0,0.0,297.30200100000025,166.13421999999986,0.558806262457681,193.83199999999997,37,5.238702702702701,b35b56fbf50e01487bef7f59ef870fe839ea7b8d3f84afb9014d7c5503a3e4dc,71073,0936955a267b013a6b282b31ba884d10a2b8bcb76593a7c30ae70060ba67519c,eec926ce9d651c20905103ee99f76b5dc28d8cdb9103477dbd7bb49bc47153da,c51f264047bf68e3f88a23edb7955f407d902ef1a1ab4f4afc0c7a675e3a625a,d1d84c2d8b013139112c19435bcef6079a4852f5cd22021f49ebf4553547c9f7,/tmp/buckeye_slicer_proper_D_d5hzghee
